"gene_id","transcript_length","gene_length","cds_count"
"AL5G26220",1830,2996,9
"AL5G26230",1734,2812,10
"AL5G26240",1176,1463,1
"AL5G26250",927,1443,3
"AL5G26260",1200,1462,1
"AL5G26270",1224,1985,1
"AL5G26280",1798,3058,10
"AL5G26290",1842,3031,9
"AL5G26300",2427,4084,13
"AL5G26310",303,569,1
"AL5G26320",1581,2285,2
"AL5G26350",3016,3366,2
"AL5G26360",3044,3345,2
"AL5G26370",3061,3458,2
"AL5G26380",945,2072,4
"AL5G26390",561,883,2
"AL5G26400",148,1537,1
"AL5G26410",1170,1397,1
"AL5G26420",401,2396,2
"AL5G26430",1404,2113,2
"AL5G26450",645,1099,1
"AL5G26460",1017,3230,3
"AL5G26470",216,652,2
"AL5G26480",648,991,4
"AL63U10060",NA,91,0
"AL6G47430",150,150,1
"AL6G23530",424,1624,4
"AL5G26490",1755,3315,10
"AL5G26500",186,1158,2
"AL5G26510",108,1294,2
"AL5G26520",273,936,2
"AL5G26530",930,2518,6
"AL5G26540",372,1483,3
"AL5G26570",606,799,1
"AL5G26580",1785,3698,9
"AL5G26590",1785,2414,3
"AL5G26600",645,886,1
"AL1G36700",NA,213,0
"AL5G26630",1369,2361,5
"AL5G26640",1572,2988,2
"AL5G26650",681,1130,2
"AL5G26660",762,1106,3
"AL5G26670",1683,3276,13
"AL3G15920",2601,2947,4
"AL5G26680",3525,6646,20
"AL5G26690",759,1523,4
"AL5G26700",434,476,1
"AL5G26710",552,679,1
"AL5G26720",564,2370,4
"AL5G26730",1359,1888,2
"AL5G26740",255,908,3
"AL5G26750",1218,1716,1
"AL5G26760",231,438,2
"AL5G26770",1753,1798,1
"AL5G26780",642,1263,2
"AL5G26790",879,2786,7
"AL5G26800",782,1351,6
"AL5G26810",3033,4016,2
"AL5G26820",2160,2256,1
"AL5G26840",831,1100,2
"AL5G26850",783,1369,5
"AL7G51840",NA,164,0
"AL6G34480",171,2734,2
"AL6G44010",256,335,2
"AL5G16800",1127,1175,1
"AL5G26860",4492,5240,6
"AL5G26870",3027,4401,2
"AL5G26880",996,1987,3
"AL5G26900",1227,2477,4
"AL4G11060",117,773,2
"AL5G26910",1506,1878,1
"AL5G26920",999,2639,10
"AL5G26930",726,1718,4
"AL5G26940",411,1037,4
"AL5G26950",2911,3894,9
"AL5G26960",711,956,1
"AL5G26970",828,2354,8
"AL5G26980",2313,3144,5
"AL5G26990",1020,1652,5
"AL5G27000",2949,4826,16
"AL5G27010",2814,4744,16
"AL5G27020",436,635,2
"AL5G27040",1900,4088,14
"AL5G19320",301,469,1
"AL5G27050",2675,4446,15
"AL5G27060",2829,4971,16
"AL5G27070",2709,4362,18
"AL5G27090",1077,3313,5
"AL5G27100",573,2576,3
"AL5G27110",1596,1951,1
"AL5G27120",891,1528,4
"AL5G27130",297,1465,4
"AL5G27140",174,1607,2
"AL5G27150",760,1918,6
"AL5G27160",2103,2204,1
"AL5G27170",981,1968,4
"AL3G46170",192,1722,1
"AL5G27200",1062,1610,5
"AL5G27210",1086,1496,2
"AL5G27220",4716,6960,15
"AL5G27230",4812,7226,15
"AL5G27240",1833,3193,6
"AL5G27250",1050,1733,2
"AL5G27260",463,855,3
"AL5G27270",1938,2911,4
"AL5G27300",747,2202,5
"AL5G27310",1077,3062,10
"AL5G27320",1614,3199,11
"AL5G27330",2115,2821,7
"AL5G27340",411,715,1
"AL5G27350",876,1154,1
"AL5G27360",246,1213,2
"AL5G27370",355,589,1
"AL3G38780",NA,314,0
"AL5G27380",627,2795,8
"AL5G27390",4794,5859,3
"AL5G27400",972,1794,3
"AL5G27410",1887,2335,3
"AL5G27420",1863,2329,3
"AL5G27430",552,1979,5
"AL5G27440",3204,7940,33
"AL5G27450",963,2681,6
"AL5G27460",177,844,1
"AL5G27470",267,1151,3
"AL5G27480",1740,3025,4
"AL5G27490",1191,2463,11
"AL5G27500",1512,3899,15
"AL5G27512",234,275,1
"AL5G27514",258,258,1
"AL1G55170",NA,156,0
"AL1G26890",265,480,1
"AL2G32120",285,1093,1
"AL5G27520",2475,3103,1
"AL5G27530",8814,26598,77
"AL5G27540",3033,4746,5
"AL5G27550",3249,4669,13
"AL5G27570",752,968,2
"AL5G27580",351,716,2
"AL5G27592",273,313,1
"AL5G27594",204,204,1
"AL5G27600",948,2401,8
"AL5G27620",1212,2073,5
"AL5G27630",543,1214,2
"AL5G27640",1857,2216,1
"AL5G27650",1327,2500,10
"AL5G27660",1545,2534,8
"AL5G27670",1099,1560,2
"AL5G27680",1476,1763,2
"AL5G27690",1476,1856,2
"AL5G27700",1443,1652,2
"AL5G27710",1473,1774,2
"AL5G27720",693,1218,4
"AL5G27740",393,723,1
"AL5G27750",825,1038,2
"AL5G27760",1086,1800,3
"AL5G27770",1096,2324,5
"AL5G27780",1938,3890,13
"AL5G27790",2013,3011,3
"AL5G27800",1072,2198,4
"AL5G27820",1095,2745,9
"AL5G27830",4083,5477,8
"AL5G27840",4110,5420,8
"AL5G27850",1341,2806,6
"AL5G27860",258,1094,3
"AL5G27870",1146,1732,3
"AL5G27880",3045,5121,13
"AL5G27890",504,2096,5
"AL5G27900",321,781,3
"AL5G27910",131,387,1
"AL5G27920",387,881,2
"AL5G27930",2031,3380,12
"AL5G27940",879,1181,1
"AL5G27950",174,671,2
"AL5G27970",1521,1730,1
"AL5G27980",1273,2395,6
"AL5G27990",699,1944,9
"AL5G28000",486,730,2
"AL5G28010",1998,2265,1
"AL5G28020",210,968,2
"AL5G28030",831,1261,4
"AL5G28040",699,1527,2
"AL5G28050",687,1465,3
"AL5G28060",1392,2923,3
"AL5G28070",338,842,2
"AL5G28080",318,660,2
"AL5G28090",1944,3181,6
"AL5G28100",360,604,1
"AL5G28110",771,2074,2
"AL5G28120",972,1115,1
"AL5G28130",1431,3547,11
"AL5G28140",1432,1709,2
"AL5G28150",715,1813,4
"AL5G28160",183,1548,2
"AL5G28190",1204,3622,17
"AL5G28200",1296,3073,2
"AL5G28210",1428,2007,4
"AL5G28220",870,2256,6
"AL5G28250",885,3175,8
"AL5G28260",1431,6054,5
"AL5G28270",5121,6404,3
"AL5G28290",1470,3556,12
"AL5G28300",1602,2817,10
"AL5G28310",858,1307,1
"AL5G28320",1959,2776,1
"AL5G28330",1323,2975,12
"AL5G28340",1563,4136,14
"AL5G28350",1782,4386,22
"AL5G28360",804,1172,4
"AL5G28370",1731,4615,17
"AL5G28380",2937,4658,9
"AL5G28390",930,2438,2
"AL5G28400",699,1335,2
"AL5G28420",1764,4328,14
"AL5G28430",729,1345,3
"AL5G28440",483,1528,6
"AL5G28450",528,1579,5
"AL5G28470",1410,2464,4
"AL5G28480",312,1177,1
"AL5G28490",1638,3920,6
"AL5G28500",1545,2751,5
"AL5G28510",1566,3236,14
"AL5G28520",231,270,1
"AL5G28530",621,1749,4
"AL5G28540",1329,2163,4
"AL5G28550",1313,1783,4
"AL5G28560",1443,2947,5
"AL5G28570",1440,1971,5
"AL5G28580",2415,4772,10
"AL5G28590",1127,1296,2
"AL5G28600",1290,2388,4
"AL5G28610",312,1631,4
"AL5G28620",1675,5607,6
"AL5G28640",726,1687,3
"AL5G28670",1062,2470,4
"AL5G28750",352,439,2
"AL636U10010",1817,1817,1
"AL5G28840",3591,6167,12
"AL5G28850",993,2561,7
"AL5G28860",472,2586,7
"AL5G28870",2210,3266,4
"AL5G28880",1344,2128,4
"AL5G28890",2550,2795,2
"AL5G28900",1317,2227,7
"AL5G28910",1566,2390,7
"AL5G28920",1383,2171,6
"AL5G28930",1557,3360,7
"AL5G28940",1797,4498,3
"AL5G28950",1350,1964,4
"AL248U10010",291,1124,3
"AL5G28960",669,1124,3
"AL5G28970",1899,2185,1
"AL5G28980",1275,2673,7
"AL5G29010",1416,3721,6
"AL5G29020",938,2611,9
"AL5G29030",249,818,3
"AL5G29040",237,936,3
"AL5G29050",240,283,1
"AL5G29060",1383,3157,8
"AL5G29070",1068,2300,7
"AL5G29080",561,677,1
"AL5G29090",811,1351,3
"AL5G29100",1026,1463,2
"AL5G29110",1617,2872,5
"AL5G29120",780,1500,3
"AL5G29130",1797,3354,11
"AL5G29140",1074,1817,4
"AL5G29150",1071,3811,10
"AL5G29180",910,3738,12
"AL5G29220",1114,1290,1
"AL5G29232",884,3791,3
"AL5G29234",1191,1234,1
"AL5G29210",1764,5330,5
"AL5G29240",654,1345,4
"AL5G29250",897,928,2
"AL5G29280",2778,3928,5
"AL5G29290",3594,4720,2
"AL5G29300",381,678,1
"AL5G29310",895,1282,1
"AL5G29320",1029,1604,2
"AL5G29330",654,910,1
"AL5G29340",900,1060,1
"AL5G29350",1410,2396,6
"AL5G29360",501,877,2
"AL5G29370",285,331,1
"AL5G29390",438,2524,1
"AL5G29400",783,2154,6
"AL5G29410",294,730,1
"AL5G29420",280,461,1
"AL5G29440",3144,6508,13
"AL5G29450",1821,2287,1
"AL5G29460",951,1329,1
"AL8G22460",962,4588,11
"AL5G29490",1692,5192,16
"AL5G29500",2460,4432,15
"AL5G29510",954,1953,2
"AL5G29520",3000,3410,2
"AL73U10010",273,389,1
"AL5G29540",987,2753,11
"AL5G29610",1149,1433,2
"AL5G29630",1257,2786,10
"AL5G29640",924,1285,3
"AL5G29650",1413,1835,4
"AL5G29660",2166,2244,1
"AL5G29670",786,2152,6
"AL5G29680",1881,3190,13
"AL5G29690",1928,2010,1
"AL5G29700",2196,2345,1
"AL5G29710",837,1181,1
"AL5G29720",444,444,1
"AL5G29760",1116,1677,2
"AL5G29770",240,788,2
"AL5G29780",1116,1837,1
"AL5G11880",589,1086,4
"AL5G29790",1286,2002,3
"AL5G29800",1338,1892,1
"AL5G29820",425,1480,2
"AL5G29830",1209,1299,1
"AL5G29840",1401,2460,9
"AL5G29850",336,945,3
"AL5G29860",861,1955,5
"AL5G29870",459,1115,5
"AL5G29880",555,2152,6
"AL5G29890",1398,2303,2
"AL5G29900",663,1411,5
"AL5G29910",1536,2102,4
"AL5G29920",441,1099,1
"AL5G29930",831,2013,6
"AL5G29960",627,877,1
"AL5G29970",711,1218,2
"AL5G29980",1362,3074,3
"AL5G29990",990,1645,4
"AL5G30000",1656,2238,5
"AL5G30020",188,1766,2
"AL5G30030",796,1001,2
"AL5G30040",522,1126,3
"AL5G30050",1503,1989,1
"AL5G30060",1218,2492,10
"AL5G30070",3120,4427,7
"AL5G30100",NA,326,0
"AL4G25310",NA,579,0
"AL5G30080",2222,2422,1
"AL5G30140",291,829,2
"AL5G30150",1641,1859,1
"AL5G30160",1284,2001,4
"AL5G30170",1902,3199,12
"AL5G30180",912,1089,1
"AL5G30190",1089,1600,4
"AL5G30200",1197,1769,1
"AL5G30210",1001,1927,11
"AL5G30220",1220,2250,12
"AL5G30230",1908,3864,12
"AL5G30240",1599,2766,3
"AL5G30320",1353,1807,3
"AL1G50920",516,1860,3
"AL5G30260",1066,1395,3
"AL5G30270",881,1264,2
"AL5G30290",264,579,2
"AL5G30310",1192,1310,2
"AL5G30340",998,2130,12
"AL5G30350",969,1229,1
"AL1G44310",NA,295,0
"AL5G30360",1962,2917,2
"AL5G30370",3108,5802,23
"AL5G30380",462,550,1
"AL5G30390",1344,1429,1
"AL5G30400",1338,1624,1
"AL5G30410",990,1031,1
"AL5G30420",1237,1356,2
"AL5G30430",551,927,2
"AL5G30440",1030,1224,1
"AL5G30450",696,1081,1
"AL5G30460",1212,1569,1
"AL5G30470",540,5378,3
"AL5G30490",510,1482,6
"AL5G30500",6687,9069,8
"AL5G30510",9405,14281,36
"AL5G30530",1314,1414,1
"AL5G30540",1422,1632,1
"AL5G30550",1131,1804,5
"AL5G30560",759,1113,1
"AL5G30570",2151,2294,1
"AL5G30582",433,475,1
"AL5G30584",598,681,2
"AL5G30586",1926,3689,11
"AL5G30590",792,1114,3
"AL5G30600",570,1009,2
"AL5G30610",621,938,2
"AL5G30620",642,1308,2
"AL5G30630",642,1148,2
"AL5G30640",1092,2488,9
"AL5G30660",561,1258,1
"AL5G30670",696,1646,7
"AL5G30680",1785,3079,11
"AL5G30690",267,1515,3
"AL5G30700",822,2914,5
"AL5G30720",570,771,1
"AL5G30730",780,910,1
"AL5G30740",4815,8423,24
"AL5G30750",696,914,1
"AL5G30760",939,2183,5
"AL5G30770",615,1084,4
"AL5G30780",501,1065,2
"AL5G30790",1623,2006,1
"AL5G30800",227,379,1
"AL5G30810",1539,3005,8
"AL5G30830",702,3348,6
"AL3G39500",582,664,2
"AL5G30840",477,590,1
"AL5G30850",1395,2586,2
"AL5G30860",1353,2468,4
"AL5G30872",1281,1471,3
"AL5G30874",1128,1927,6
"AL5G30880",1107,1786,6
"AL5G30890",1437,1739,1
"AL5G30900",857,1231,2
"AL5G30920",426,1123,3
"AL5G30930",378,716,2
"AL5G30940",808,1148,2
"AL5G30970",1149,1904,1
"AL5G30980",1026,1520,1
"AL5G30990",624,851,1
"AL7G40270",246,1314,2
"AL5G31000",1557,1669,2
"AL5G31010",1233,2051,8
"AL5G31020",465,505,1
"AL5G31030",591,1113,3
"AL5G31040",465,1312,3
"AL5G31060",984,1481,3
"AL5G31080",165,2570,1
"AL5G31100",202,6135,3
"AL5G31110",615,1907,4
"AL5G31120",332,599,1
"AL5G31170",1264,1571,3
"AL5G31180",465,1104,5
"AL5G31190",752,817,3
"AL5G31210",501,1801,7
"AL5G31220",885,1491,2
"AL5G31230",822,1620,1
"AL5G31240",762,982,1
"AL5G31260",345,662,1
"AL5G31270",1350,2857,3
"AL5G31280",837,1437,4
"AL5G31290",756,883,1
"AL5G31310",280,618,2
"AL1G55960",14,135,1
"AL113U10030",1818,2303,4
"AL6G38180",348,1367,4
"AL113U10020",1596,2092,1
"AL5G31340",1359,1881,2
"AL5G31350",2565,2918,1
"AL5G31360",639,1825,8
"AL5G31390",589,881,1
"AL5G31400",384,924,2
"AL5G31410",931,1563,4
"AL5G31420",972,1471,4
"AL5G31430",567,1426,3
"AL5G31440",411,919,3
"AL5G31450",345,995,3
"AL5G31460",696,1473,2
"AL5G31470",2097,4001,13
"AL5G31480",1104,2205,2
"AL5G31490",2712,3599,7
"AL5G31500",942,1744,2
"AL5G31510",765,1992,7
"AL5G31520",630,2119,5
"AL5G31530",1818,2309,3
"AL5G31540",3918,6243,11
"AL5G31550",1233,3473,14
"AL5G31570",843,1887,4
"AL5G31580",3108,5696,13
"AL5G31590",1131,1446,1
"AL5G31600",1542,2732,4
"AL5G31610",777,1129,2
"AL5G31620",561,859,2
"AL5G31630",813,1253,2
"AL5G31640",1077,1787,3
"AL5G31650",1395,2530,4
"AL5G31660",186,226,1
"AL5G31670",756,1855,3
"AL5G31690",1359,3410,13
"AL5G31700",1299,1826,4
"AL5G31710",1899,2907,4
"AL5G31720",594,1465,6
"AL5G31730",2361,4888,21
"AL5G31740",1593,1932,1
"AL5G31750",273,672,1
"AL5G31760",1593,3320,10
"AL5G31770",1429,3262,12
"AL5G31780",1587,3068,10
"AL5G31790",1491,2807,10
"AL5G31800",306,881,3
"AL5G31810",1140,4824,4
"AL5G31820",312,3241,2
"AL5G31840",1023,2437,11
"AL5G31850",834,892,1
"AL5G31860",738,882,1
"AL5G31870",1112,1393,4
"AL5G31880",1119,1609,4
"AL5G31890",1044,1703,5
"AL5G31900",1794,4586,20
"AL5G31910",1086,2072,3
"AL5G31920",2712,3856,6
"AL5G31930",2217,2738,5
"AL5G31940",342,745,1
"AL5G31950",549,1456,3
"AL5G31960",945,2192,9
"AL5G31970",1341,1853,4
"AL5G31980",1284,2059,5
"AL5G31990",2676,3237,1
"AL5G32000",3758,4263,5
"AL5G32010",3592,4534,6
"AL5G32020",1167,2613,4
"AL5G32030",195,1324,1
"AL5G32040",357,833,2
"AL5G32050",693,2328,9
"AL2G10360",NA,770,0
"AL5G32060",2553,4590,10
"AL5G32070",1650,3110,6
"AL5G32080",207,419,1
"AL5G32090",2454,4430,3
"AL5G32100",339,1330,2
"AL5G32110",1230,2473,4
"AL5G32120",909,1244,2
"AL5G32160",1425,1662,2
"AL5G32170",1260,1674,2
"AL5G32190",642,1919,5
"AL5G32200",2442,3060,2
"AL3G28060",306,940,4
"AL5G32210",345,815,2
"AL5G32220",747,1008,2
"AL5G32230",2844,4670,4
"AL5G32240",816,1984,4
"AL5G32250",774,1193,1
"AL5G32260",1182,2609,9
"AL5G32270",459,836,3
"AL5G32280",1164,3305,15
"AL5G32290",357,5222,4
"AL5G32300",1311,3652,13
"AL5G32310",1587,3526,7
"AL5G32320",1383,3489,11
"AL5G32350",344,1503,2
"AL5G32370",534,2022,7
"AL5G32380",789,1540,3
"AL5G32390",1980,4488,12
"AL5G32400",837,1661,2
"AL5G32410",456,1342,4
"AL5G32430",1242,1419,1
"AL5G32440",1434,1798,2
"AL5G32460",1620,3368,7
"AL5G32470",567,1340,3
"AL5G32480",1009,1262,1
"AL5G32490",1149,1999,7
"AL5G32500",1086,1316,1
"AL5G32510",251,319,1
"AL8G25700",336,601,2
"AL5G32520",1464,1899,3
"AL5G32530",120,847,1
"AL5G32540",1446,1863,3
"AL5G32550",1464,1674,3
"AL5G32560",1494,1739,3
"AL5G32570",1344,2395,10
"AL5G32580",273,667,3
"AL5G32590",1299,4648,15
"AL5G32600",341,341,1
"AL5G32610",1035,1627,1
"AL5G32620",342,645,1
"AL5G32630",2406,2877,4
"AL5G32640",351,1151,5
"AL5G32650",2037,3903,12
"AL5G32660",216,400,1
"AL5G32670",1086,2016,7
"AL5G32680",1797,2319,2
"AL5G32690",1335,3238,8
"AL5G32700",375,522,1
"AL5G32710",4161,9007,27
"AL5G32720",765,1308,4
"AL5G32730",657,1549,5
"AL5G32740",1359,1864,3
"AL5G32750",1515,2612,4
"AL5G32760",1134,3659,13
"AL5G32770",1194,3045,10
"AL5G32790",1644,6239,19
"AL5G32800",1068,2775,11
"AL5G32810",714,1606,4
"AL5G32820",438,1442,2
"AL5G32830",2067,3511,6
"AL5G32840",4968,7082,4
"AL5G32850",1146,3358,14
"AL5G32860",777,1909,6
"AL5G32870",1116,2471,8
"AL6G28130",437,525,1
"AL5G32890",1200,1740,3
"AL5G32920",1299,2615,5
"AL5G32930",507,1716,5
"AL5G32940",2274,4865,12
"AL5G32950",1185,1351,1
"AL5G32960",221,333,2
"AL5G32970",855,971,1
"AL7G50060",NA,232,0
"AL5G32980",1275,2345,7
"AL5G33000",610,784,1
"AL5G33010",261,838,2
"AL5G33020",1308,2234,2
"AL5G33030",1242,2464,1
"AL5G33040",984,1488,4
"AL5G33050",963,2161,12
"AL5G33060",1026,1454,2
"AL5G33070",195,480,1
"AL5G33080",1629,3051,2
"AL5G33090",753,937,1
"AL5G33100",1308,1679,1
"AL5G33110",888,1056,1
"AL5G33130",627,938,1
"AL5G33160",1107,2404,4
"AL5G33170",855,1066,1
"AL5G33180",1038,1130,1
"AL5G33190",636,874,1
"AL5G33200",2436,3262,3
"AL5G33210",1422,1568,1
"AL5G33220",1047,1455,2
"AL5G33230",396,671,1
"AL5G33240",480,808,1
"AL5G33250",626,937,1
"AL5G33260",957,1249,1
"AL5G33300",846,1021,1
"AL5G33310",546,875,1
"AL5G33320",441,1753,4
"AL5G33330",300,502,1
"AL5G33350",1002,2000,5
"AL5G33360",450,1485,6
"AL5G33370",243,1287,2
"AL5G33380",1773,2514,5
"AL5G33390",1401,2179,3
"AL5G33400",264,615,2
"AL5G33410",324,1022,2
"AL5G33420",2031,5584,16
"AL5G33430",1413,3337,8
"AL5G33440",174,214,1
"AL5G33450",798,1754,3
"AL5G33460",213,3362,4
"AL5G33470",879,1393,1
"AL5G33480",267,1734,2
"AL5G33490",219,1269,3
"AL5G33500",417,612,1
"AL5G33510",222,602,2
"AL5G33520",1419,3423,7
"AL5G33530",777,1075,1
"AL5G33550",204,1805,1
"AL5G33560",1312,3550,6
"AL5G33570",330,518,1
"AL3G52480",344,838,1
"AL5G33580",510,1309,1
"AL5G33590",1314,3026,6
"AL5G33600",1308,3074,6
"AL5G33620",1821,4393,12
"AL5G33630",471,1074,3
"AL5G33640",1370,2738,9
"AL5G33650",1325,3100,10
"AL5G33660",2802,4214,2
"AL5G33670",814,1425,3
"AL5G33680",495,1117,4
"AL5G33690",513,1765,6
"AL5G33700",1137,2376,4
"AL5G33710",504,1906,4
"AL5G33720",1077,1832,3
"AL5G33730",1122,3082,13
"AL5G33740",1671,2290,1
"AL5G33760",1335,3193,13
"AL5G33770",696,882,1
"AL5G33780",1407,2184,3
"AL5G33790",1499,2702,6
"AL5G33800",1584,3599,16
"AL5G33810",912,1963,3
"AL5G33820",891,1442,2
"AL5G33850",492,1363,5
"AL5G33860",1602,2482,4
"AL5G33870",1491,1883,3
"AL4G44530",165,287,1
"AL5G33880",484,779,3
"AL5G33910",337,947,1
"AL5G33920",419,807,1
"AL5G33930",499,938,2
"AL5G33940",351,430,2
"AL5G33950",501,836,2
"AL5G33960",467,726,2
"AL1G33770",266,697,3
"AL5G33970",3373,5331,15
"AL5G33980",1056,1894,5
"AL5G33990",1494,2931,8
"AL5G34000",654,1765,7
"AL5G34010",1635,2632,9
"AL5G34020",1080,2008,4
"AL5G34030",1467,1593,1
"AL5G34040",1476,1675,1
"AL5G34050",1409,2425,5
"AL5G34060",2562,4563,17
"AL5G34070",1398,4048,7
"AL5G34080",714,1309,4
"AL5G34090",1113,1808,6
"AL5G34100",381,752,3
"AL5G34110",2433,3641,9
"AL5G34120",174,214,1
"AL5G34130",149,973,2
"AL5G34140",252,738,1
"AL5G34150",2850,3458,5
"AL5G34160",375,562,1
"AL5G34170",2136,2641,2
"AL5G34180",843,3698,7
"AL5G34190",1500,1928,2
"AL5G34200",1446,1901,2
"AL5G34220",585,1764,3
"AL5G34230",1668,3267,8
"AL5G34240",972,1266,1
"AL5G34250",528,2003,5
"AL5G34260",1191,2587,3
"AL5G34270",2322,3316,1
"AL5G34280",231,1291,2
"AL5G34290",2127,2546,1
"AL5G34300",1677,4051,11
"AL5G34310",100,1138,1
"AL5G34320",1398,2260,1
"AL5G34330",912,2113,3
"AL5G34340",864,1888,4
"AL5G34350",501,858,1
"AL5G34360",1548,2020,1
"AL5G34370",651,2991,7
"AL5G34380",1020,2236,4
"AL5G34390",411,736,2
"AL5G34400",4353,6539,23
"AL53U10060",340,405,1
"AL5G34410",678,1834,4
"AL5G34420",732,2526,5
"AL5G34430",2217,2551,1
"AL5G34440",1305,2900,7
"AL5G34450",744,1605,3
"AL5G34460",2787,4178,5
"AL5G34470",765,1198,4
"AL5G34480",241,1983,2
"AL5G34490",1023,1438,1
"AL5G34500",1407,3530,12
"AL5G34510",1092,2555,9
"AL5G34520",2805,5827,20
"AL5G34530",232,1063,1
"AL5G34550",528,758,1
"AL5G34560",651,2368,8
"AL5G34570",651,3077,8
"AL5G34580",579,2282,2
"AL5G34590",278,642,1
"AL5G34600",295,1717,2
"AL5G34610",2208,2478,1
"AL5G34640",630,2035,2
"AL5G34650",2544,5264,19
"AL5G34660",969,1226,2
"AL5G34670",2265,2488,1
"AL5G34680",1401,2348,3
"AL5G34690",2535,4453,5
"AL5G34700",619,836,1
"AL5G34720",186,1356,2
"AL5G34730",1134,2333,4
"AL5G34740",2238,4513,16
"AL5G34750",363,833,2
"AL5G34770",813,2640,5
"AL5G34790",1092,2498,6
"AL5G34800",2037,2273,1
"AL6G26450",1444,1826,3
"AL5G34810",312,585,1
"AL5G34820",1275,3168,10
"AL5G34830",465,1196,3
"AL5G34840",873,1880,2
"AL5G34850",750,1460,5
"AL5G34860",948,2178,7
"AL5G34870",249,1070,3
"AL5G34880",888,2415,12
"AL5G34890",1704,3073,9
"AL5G34900",165,520,1
"AL5G34910",2136,4403,13
"AL5G34920",1095,2755,7
"AL5G34930",1629,1851,1
"AL5G34940",1262,2373,9
"AL5G34950",1809,2868,4
"AL5G34970",909,2202,9
"AL5G34980",345,849,2
"AL5G34990",489,1694,4
"AL5G35000",1056,1975,5
"AL5G35010",1917,4667,20
"AL5G35020",918,2644,11
"AL5G35030",1473,2782,9
"AL5G35040",753,1353,3
"AL5G35050",450,1906,2
"AL5G35060",1260,1836,4
"AL5G35070",1422,2272,7
"AL5G35080",1035,1381,1
"AL5G35090",237,1105,1
"AL5G35100",1434,1773,2
"AL5G35120",1923,3960,8
"AL5G35130",921,2394,9
"AL5G35140",612,1249,4
"AL5G35150",852,1905,2
"AL5G35160",283,912,5
"AL5G35170",205,413,1
"AL5G35180",1572,2957,3
"AL5G35190",936,2192,3
"AL5G35200",1293,2035,3
"AL5G35210",1011,2959,13
"AL5G35220",930,1607,4
"AL5G35230",1404,2730,8
"AL5G35240",708,920,1
"AL5G35250",618,950,2
"AL5G35260",1956,2656,2
"AL5G35270",3030,6932,15
"AL5G35280",1053,1424,3
"AL5G35290",1260,2718,9
"AL5G35300",1140,1827,5
"AL5G35310",1275,3420,8
"AL5G35320",6135,12399,28
"AL5G35330",1062,1566,3
"AL5G35350",723,2484,4
"AL5G35360",1149,2233,6
"AL5G35370",1284,4046,7
"AL5G35380",699,2144,7
"AL5G35390",2124,4625,7
"AL5G35410",243,862,1
"AL5G35420",1248,3715,7
"AL5G35430",1218,2682,8
"AL5G35440",891,1281,2
"AL5G35450",1278,2597,3
"AL5G35460",441,725,2
"AL7G30150",4369,4943,4
"AL5G35470",822,1261,2
"AL5G35480",552,1049,2
"AL5G35490",3321,8564,17
"AL5G35500",1668,3463,6
"AL5G35510",4113,5544,8
"AL5G35520",1431,2172,6
"AL5G35530",825,2768,5
"AL5G35540",690,1728,4
"AL5G35550",1926,3834,7
"AL5G35560",2139,3352,10
"AL5G35570",885,1679,5
"AL5G35580",936,1465,5
"AL5G35590",174,306,2
"AL5G35600",633,733,2
"AL5G35610",2001,2405,1
"AL5G35620",2172,3341,1
"AL5G35630",864,1297,3
"AL5G35640",411,1401,2
"AL5G35650",1140,1497,2
"AL6G49460",242,246,1
"AL5G35660",276,504,1
"AL5G35670",2424,2618,1
"AL5G35680",1200,2254,4
"AL5G35690",1707,4181,13
"AL5G35700",1215,2212,6
"AL5G35710",1704,2378,1
"AL5G35720",942,2344,8
"AL5G35730",1782,3176,10
"AL5G35740",1707,3462,10
"AL5G35750",3654,8431,18
"AL5G35760",681,1654,1
"AL5G35770",1053,1624,3
"AL5G35790",1428,2324,7
"AL5G35800",2130,3207,10
"AL5G35810",1311,2221,3
"AL5G35820",1824,4194,14
"AL5G35830",2322,3438,2
"AL5G35840",2424,3339,2
"AL4G26930",344,552,2
"AL5G35850",789,2281,6
"AL5G35860",2016,2834,2
"AL5G35870",2175,3456,4
"AL5G35880",2199,4186,15
"AL5G35890",960,2427,2
"AL5G35900",861,2373,4
"AL5G35910",582,1584,2
"AL5G35920",1620,3410,12
"AL5G35930",291,337,1
"AL5G35940",609,2937,8
"AL5G35960",1896,2621,4
"AL5G35970",1779,6006,22
"AL5G35980",3156,6763,21
"AL5G35990",339,1625,4
"AL5G36000",630,1313,3
"AL5G36010",516,867,1
"AL5G36020",962,1513,2
"AL5G36030",1470,3594,4
"AL5G36040",1482,2082,2
"AL5G36050",1104,1864,4
"AL5G36060",1515,2443,2
"AL5G36070",1734,3816,12
"AL5G36080",1080,2029,7
"AL5G36090",2553,3245,1
"AL5G36100",1038,3174,7
"AL5G36110",783,2502,8
"AL5G36120",771,2448,7
"AL5G36130",1176,2140,8
"AL5G36140",2493,5982,18
"AL5G36150",702,1821,6
"AL5G36160",885,1914,9
"AL5G36170",1155,2145,2
"AL5G36180",2688,4115,4
"AL5G36190",1257,3311,7
"AL5G36200",1422,4493,15
"AL5G36210",2211,2456,1
"AL5G36220",1989,2462,1
"AL5G36230",2127,2823,1
"AL7G30480",657,1523,3
"AL5G36240",735,1477,4
"AL5G36250",2187,2446,1
"AL5G36260",996,1655,5
"AL5G36270",1911,2222,1
"AL5G36280",6399,7876,4
