"gene_id","seqnames","start","end","gene_length","cds_count"
"AL5G27310","scaffold_5",16078376,16081437,3062,10
"AL5G27320","scaffold_5",16089301,16092499,3199,11
"AL5G27330","scaffold_5",16093793,16096613,2821,7
"AL5G27340","scaffold_5",16097087,16097801,715,1
"AL5G27350","scaffold_5",16099128,16100281,1154,1
"AL5G27360","scaffold_5",16100786,16101998,1213,2
"AL5G27370","scaffold_5",16106532,16107120,589,1
"AL3G38780","scaffold_5",16107475,16107788,314,0
"AL5G27380","scaffold_5",16116784,16119578,2795,8
"AL5G27390","scaffold_5",16119585,16125443,5859,3
"AL5G27400","scaffold_5",16130951,16132744,1794,3
"AL5G27410","scaffold_5",16133277,16135611,2335,3
"AL5G27420","scaffold_5",16135912,16138240,2329,3
"AL5G27430","scaffold_5",16142455,16144433,1979,5
"AL5G27440","scaffold_5",16147104,16155043,7940,33
"AL5G27450","scaffold_5",16155184,16157864,2681,6
"AL5G27460","scaffold_5",16158674,16159517,844,1
"AL5G27470","scaffold_5",16160093,16161243,1151,3
"AL5G27480","scaffold_5",16161407,16164431,3025,4
"AL5G27490","scaffold_5",16165352,16167814,2463,11
"AL5G27500","scaffold_5",16167816,16171714,3899,15
"AL5G27512","scaffold_5",16174094,16174368,275,1
"AL5G27514","scaffold_5",16178327,16178584,258,1
"AL1G55170","scaffold_5",16181242,16181397,156,0
"AL1G26890","scaffold_5",16181617,16182096,480,1
"AL2G32120","scaffold_5",16185135,16186227,1093,1
"AL5G27520","scaffold_5",16187275,16190377,3103,1
"AL5G27530","scaffold_5",16191302,16217899,26598,77
"AL5G27540","scaffold_5",16217937,16222682,4746,5
"AL5G27550","scaffold_5",16222796,16227464,4669,13
"AL5G27570","scaffold_5",16235048,16236015,968,2
"AL5G27580","scaffold_5",16240074,16240789,716,2
"AL5G27592","scaffold_5",16241853,16242165,313,1
"AL5G27594","scaffold_5",16243467,16243670,204,1
"AL5G27600","scaffold_5",16245826,16248226,2401,8
"AL5G27620","scaffold_5",16257407,16259479,2073,5
"AL5G27630","scaffold_5",16260152,16261365,1214,2
"AL5G27640","scaffold_5",16264903,16267118,2216,1
"AL5G27650","scaffold_5",16267266,16269765,2500,10
"AL5G27660","scaffold_5",16272497,16275030,2534,8
"AL5G27670","scaffold_5",16276939,16278498,1560,2
"AL5G27680","scaffold_5",16279796,16281558,1763,2
"AL5G27690","scaffold_5",16284152,16286007,1856,2
"AL5G27700","scaffold_5",16286588,16288239,1652,2
"AL5G27710","scaffold_5",16288856,16290629,1774,2
"AL5G27720","scaffold_5",16290632,16291849,1218,4
"AL5G27740","scaffold_5",16292185,16292907,723,1
"AL5G27750","scaffold_5",16296536,16297573,1038,2
"AL5G27760","scaffold_5",16299701,16301500,1800,3
"AL5G27770","scaffold_5",16302152,16304475,2324,5
"AL5G27780","scaffold_5",16309472,16313361,3890,13
"AL5G27790","scaffold_5",16314535,16317545,3011,3
"AL5G27800","scaffold_5",16317620,16319817,2198,4
"AL5G27820","scaffold_5",16335913,16338657,2745,9
"AL5G27830","scaffold_5",16339221,16344697,5477,8
"AL5G27840","scaffold_5",16345203,16350622,5420,8
"AL5G27850","scaffold_5",16350785,16353590,2806,6
"AL5G27860","scaffold_5",16353629,16354722,1094,3
"AL5G27870","scaffold_5",16359220,16360951,1732,3
"AL5G27880","scaffold_5",16362123,16367243,5121,13
"AL5G27890","scaffold_5",16367354,16369449,2096,5
"AL5G27900","scaffold_5",16370032,16370812,781,3
"AL5G27910","scaffold_5",16371864,16372250,387,1
"AL5G27920","scaffold_5",16372958,16373838,881,2
"AL5G27930","scaffold_5",16374050,16377429,3380,12
"AL5G27940","scaffold_5",16381231,16382411,1181,1
"AL5G27950","scaffold_5",16382724,16383394,671,2
"AL5G27970","scaffold_5",16393621,16395350,1730,1
"AL5G27980","scaffold_5",16398322,16400716,2395,6
"AL5G27990","scaffold_5",16400723,16402666,1944,9
"AL5G28000","scaffold_5",16406043,16406772,730,2
"AL5G28010","scaffold_5",16413639,16415903,2265,1
"AL5G28020","scaffold_5",16416256,16417223,968,2
"AL5G28030","scaffold_5",16430959,16432219,1261,4
"AL5G28040","scaffold_5",16432243,16433769,1527,2
"AL5G28050","scaffold_5",16433894,16435358,1465,3
"AL5G28060","scaffold_5",16435426,16438348,2923,3
"AL5G28070","scaffold_5",16439723,16440564,842,2
"AL5G28080","scaffold_5",16442385,16443044,660,2
"AL5G28090","scaffold_5",16443696,16446876,3181,6
"AL5G28100","scaffold_5",16447101,16447704,604,1
"AL5G28110","scaffold_5",16447954,16450027,2074,2
"AL5G28120","scaffold_5",16450035,16451149,1115,1
"AL5G28130","scaffold_5",16452093,16455639,3547,11
"AL5G28140","scaffold_5",16458222,16459930,1709,2
"AL5G28150","scaffold_5",16460938,16462750,1813,4
"AL5G28160","scaffold_5",16463125,16464672,1548,2
"AL5G28190","scaffold_5",16466523,16470144,3622,17
"AL5G28200","scaffold_5",16476260,16479332,3073,2
"AL5G28210","scaffold_5",16479525,16481531,2007,4
"AL5G28220","scaffold_5",16482248,16484503,2256,6
"AL5G28250","scaffold_5",16519012,16522186,3175,8
"AL5G28260","scaffold_5",16520544,16526597,6054,5
"AL5G28270","scaffold_5",16526897,16533300,6404,3
"AL5G28290","scaffold_5",16536002,16539557,3556,12
"AL5G28300","scaffold_5",16540370,16543186,2817,10
"AL5G28310","scaffold_5",16543319,16544625,1307,1
"AL5G28320","scaffold_5",16544801,16547576,2776,1
"AL5G28330","scaffold_5",16547615,16550589,2975,12
"AL5G28340","scaffold_5",16550825,16554960,4136,14
"AL5G28350","scaffold_5",16555443,16559828,4386,22
"AL5G28360","scaffold_5",16560074,16561245,1172,4
"AL5G28370","scaffold_5",16567402,16572016,4615,17
"AL5G28380","scaffold_5",16572152,16576809,4658,9
"AL5G28390","scaffold_5",16576994,16579431,2438,2
"AL5G28400","scaffold_5",16579939,16581273,1335,2
"AL5G28420","scaffold_5",16583960,16588287,4328,14
"AL5G28430","scaffold_5",16591706,16593050,1345,3
"AL5G28440","scaffold_5",16593089,16594616,1528,6
"AL5G28450","scaffold_5",16594969,16596547,1579,5
"AL5G28470","scaffold_5",16602256,16604719,2464,4
"AL5G28480","scaffold_5",16605367,16606543,1177,1
"AL5G28490","scaffold_5",16608829,16612748,3920,6
"AL5G28500","scaffold_5",16612777,16615527,2751,5
"AL5G28510","scaffold_5",16621098,16624333,3236,14
"AL5G28520","scaffold_5",16624434,16624703,270,1
"AL5G28530","scaffold_5",16625281,16627029,1749,4
"AL5G28540","scaffold_5",16627127,16629289,2163,4
"AL5G28550","scaffold_5",16629852,16631634,1783,4
"AL5G28560","scaffold_5",16661298,16664244,2947,5
"AL5G28570","scaffold_5",16671221,16673191,1971,5
"AL5G28580","scaffold_5",16673445,16678216,4772,10
"AL5G28590","scaffold_5",16684365,16685660,1296,2
"AL5G28600","scaffold_5",16686116,16688503,2388,4
"AL5G28610","scaffold_5",16688667,16690297,1631,4
"AL5G28620","scaffold_5",16690872,16696478,5607,6
"AL5G28640","scaffold_5",16704340,16706026,1687,3
"AL5G28670","scaffold_5",16716740,16719209,2470,4
"AL5G28750","scaffold_5",16733911,16734349,439,2
"AL636U10010","scaffold_5",16738620,16740436,1817,1
"AL5G28840","scaffold_5",16741798,16747964,6167,12
"AL5G28850","scaffold_5",16751911,16754471,2561,7
"AL5G28860","scaffold_5",16754742,16757327,2586,7
"AL5G28870","scaffold_5",16757367,16760632,3266,4
"AL5G28880","scaffold_5",16761439,16763566,2128,4
"AL5G28890","scaffold_5",16764718,16767512,2795,2
"AL5G28900","scaffold_5",16767687,16769913,2227,7
"AL5G28910","scaffold_5",16769931,16772320,2390,7
"AL5G28920","scaffold_5",16778339,16780509,2171,6
"AL5G28930","scaffold_5",16781812,16785171,3360,7
"AL5G28940","scaffold_5",16794453,16798950,4498,3
"AL5G28950","scaffold_5",16800348,16802311,1964,4
"AL248U10010","scaffold_5",16818590,16819713,1124,3
"AL5G28960","scaffold_5",16821171,16822294,1124,3
"AL5G28970","scaffold_5",16823652,16825836,2185,1
"AL5G28980","scaffold_5",16825932,16828604,2673,7
"AL5G29010","scaffold_5",16830976,16834696,3721,6
"AL5G29020","scaffold_5",16836464,16839074,2611,9
"AL5G29030","scaffold_5",16844908,16845725,818,3
"AL5G29040","scaffold_5",16847234,16848169,936,3
"AL5G29050","scaffold_5",16850093,16850375,283,1
"AL5G29060","scaffold_5",16850689,16853845,3157,8
"AL5G29070","scaffold_5",16854908,16857207,2300,7
"AL5G29080","scaffold_5",16857882,16858558,677,1
"AL5G29090","scaffold_5",16859455,16860805,1351,3
"AL5G29100","scaffold_5",16862704,16864166,1463,2
"AL5G29110","scaffold_5",16865866,16868737,2872,5
"AL5G29120","scaffold_5",16872174,16873673,1500,3
"AL5G29130","scaffold_5",16877362,16880715,3354,11
"AL5G29140","scaffold_5",16881352,16883168,1817,4
"AL5G29150","scaffold_5",16884396,16888206,3811,10
"AL5G29180","scaffold_5",16906128,16909865,3738,12
"AL5G29220","scaffold_5",16914296,16915585,1290,1
"AL5G29232","scaffold_5",16914453,16918243,3791,3
"AL5G29234","scaffold_5",16919635,16920868,1234,1
"AL5G29210","scaffold_5",16922652,16927981,5330,5
"AL5G29240","scaffold_5",16928334,16929678,1345,4
"AL5G29250","scaffold_5",16929754,16930681,928,2
"AL5G29280","scaffold_5",16933350,16937277,3928,5
"AL5G29290","scaffold_5",16937550,16942269,4720,2
"AL5G29300","scaffold_5",16948095,16948772,678,1
"AL5G29310","scaffold_5",16948916,16950197,1282,1
"AL5G29320","scaffold_5",16951979,16953582,1604,2
"AL5G29330","scaffold_5",16954100,16955009,910,1
"AL5G29340","scaffold_5",16960881,16961940,1060,1
"AL5G29350","scaffold_5",16962885,16965280,2396,6
"AL5G29360","scaffold_5",16966816,16967692,877,2
"AL5G29370","scaffold_5",16972397,16972727,331,1
"AL5G29390","scaffold_5",16973407,16975930,2524,1
"AL5G29400","scaffold_5",16976015,16978168,2154,6
"AL5G29410","scaffold_5",16977993,16978722,730,1
"AL5G29420","scaffold_5",16982096,16982556,461,1
"AL5G29440","scaffold_5",16987337,16993844,6508,13
"AL5G29450","scaffold_5",16993989,16996275,2287,1
"AL5G29460","scaffold_5",16996799,16998127,1329,1
"AL8G22460","scaffold_5",17001716,17006303,4588,11
"AL5G29490","scaffold_5",17009933,17015124,5192,16
"AL5G29500","scaffold_5",17015330,17019761,4432,15
"AL5G29510","scaffold_5",17023036,17024988,1953,2
"AL5G29520","scaffold_5",17027108,17030517,3410,2
"AL73U10010","scaffold_5",17040835,17041223,389,1
"AL5G29540","scaffold_5",17042375,17045127,2753,11
"AL5G29610","scaffold_5",17048286,17049718,1433,2
"AL5G29630","scaffold_5",17072733,17075518,2786,10
"AL5G29640","scaffold_5",17077477,17078761,1285,3
"AL5G29650","scaffold_5",17085902,17087736,1835,4
"AL5G29660","scaffold_5",17089708,17091951,2244,1
"AL5G29670","scaffold_5",17091959,17094110,2152,6
"AL5G29680","scaffold_5",17094199,17097388,3190,13
"AL5G29690","scaffold_5",17097547,17099556,2010,1
"AL5G29700","scaffold_5",17099651,17101995,2345,1
"AL5G29710","scaffold_5",17102260,17103440,1181,1
"AL5G29720","scaffold_5",17104625,17105068,444,1
"AL5G29760","scaffold_5",17114170,17115846,1677,2
"AL5G29770","scaffold_5",17126917,17127704,788,2
"AL5G29780","scaffold_5",17134440,17136276,1837,1
"AL5G11880","scaffold_5",17137005,17138090,1086,4
"AL5G29790","scaffold_5",17140730,17142731,2002,3
"AL5G29800","scaffold_5",17143996,17145887,1892,1
"AL5G29820","scaffold_5",17151501,17152980,1480,2
"AL5G29830","scaffold_5",17153814,17155112,1299,1
"AL5G29840","scaffold_5",17155263,17157722,2460,9
"AL5G29850","scaffold_5",17158709,17159653,945,3
"AL5G29860","scaffold_5",17160017,17161971,1955,5
"AL5G29870","scaffold_5",17162008,17163122,1115,5
"AL5G29880","scaffold_5",17163454,17165605,2152,6
"AL5G29890","scaffold_5",17167450,17169752,2303,2
"AL5G29900","scaffold_5",17170194,17171604,1411,5
"AL5G29910","scaffold_5",17171608,17173709,2102,4
"AL5G29920","scaffold_5",17174858,17175956,1099,1
"AL5G29930","scaffold_5",17176189,17178201,2013,6
"AL5G29960","scaffold_5",17182531,17183407,877,1
"AL5G29970","scaffold_5",17189717,17190934,1218,2
"AL5G29980","scaffold_5",17197619,17200692,3074,3
"AL5G29990","scaffold_5",17201761,17203405,1645,4
"AL5G30000","scaffold_5",17205381,17207618,2238,5
"AL5G30020","scaffold_5",17216938,17218703,1766,2
"AL5G30030","scaffold_5",17228990,17229990,1001,2
"AL5G30040","scaffold_5",17230762,17231887,1126,3
"AL5G30050","scaffold_5",17232163,17234151,1989,1
"AL5G30060","scaffold_5",17234252,17236743,2492,10
"AL5G30070","scaffold_5",17237088,17241514,4427,7
"AL5G30100","scaffold_5",17242488,17242813,326,0
"AL4G25310","scaffold_5",17247672,17248250,579,0
"AL5G30080","scaffold_5",17249548,17251969,2422,1
"AL5G30140","scaffold_5",17252963,17253791,829,2
"AL5G30150","scaffold_5",17259064,17260922,1859,1
"AL5G30160","scaffold_5",17261883,17263883,2001,4
"AL5G30170","scaffold_5",17266164,17269362,3199,12
"AL5G30180","scaffold_5",17270448,17271536,1089,1
"AL5G30190","scaffold_5",17278158,17279757,1600,4
"AL5G30200","scaffold_5",17285669,17287437,1769,1
"AL5G30210","scaffold_5",17291026,17292952,1927,11
"AL5G30220","scaffold_5",17293691,17295940,2250,12
"AL5G30230","scaffold_5",17296166,17300029,3864,12
"AL5G30240","scaffold_5",17300744,17303509,2766,3
"AL5G30320","scaffold_5",17304560,17306366,1807,3
"AL1G50920","scaffold_5",17308297,17310156,1860,3
"AL5G30260","scaffold_5",17312006,17313400,1395,3
"AL5G30270","scaffold_5",17314473,17315736,1264,2
"AL5G30290","scaffold_5",17317118,17317696,579,2
"AL5G30310","scaffold_5",17317821,17319130,1310,2
"AL5G30340","scaffold_5",17322385,17324514,2130,12
"AL5G30350","scaffold_5",17325422,17326650,1229,1
"AL1G44310","scaffold_5",17328858,17329152,295,0
"AL5G30360","scaffold_5",17331164,17334080,2917,2
"AL5G30370","scaffold_5",17334793,17340594,5802,23
"AL5G30380","scaffold_5",17344559,17345108,550,1
"AL5G30390","scaffold_5",17345887,17347315,1429,1
"AL5G30400","scaffold_5",17349074,17350697,1624,1
"AL5G30410","scaffold_5",17351284,17352314,1031,1
"AL5G30420","scaffold_5",17354000,17355355,1356,2
"AL5G30430","scaffold_5",17355609,17356535,927,2
"AL5G30440","scaffold_5",17362748,17363971,1224,1
"AL5G30450","scaffold_5",17369458,17370538,1081,1
"AL5G30460","scaffold_5",17378535,17380103,1569,1
"AL5G30470","scaffold_5",17385577,17390954,5378,3
"AL5G30490","scaffold_5",17397411,17398892,1482,6
"AL5G30500","scaffold_5",17399062,17408130,9069,8
"AL5G30510","scaffold_5",17408432,17422712,14281,36
"AL5G30530","scaffold_5",17423416,17424829,1414,1
"AL5G30540","scaffold_5",17430392,17432023,1632,1
"AL5G30550","scaffold_5",17433589,17435392,1804,5
"AL5G30560","scaffold_5",17441826,17442938,1113,1
"AL5G30570","scaffold_5",17442954,17445247,2294,1
"AL5G30582","scaffold_5",17457349,17457823,475,1
"AL5G30584","scaffold_5",17460364,17461044,681,2
"AL5G30586","scaffold_5",17461120,17464808,3689,11
"AL5G30590","scaffold_5",17464687,17465800,1114,3
"AL5G30600","scaffold_5",17469089,17470097,1009,2
"AL5G30610","scaffold_5",17471137,17472074,938,2
"AL5G30620","scaffold_5",17472391,17473698,1308,2
"AL5G30630","scaffold_5",17474316,17475463,1148,2
"AL5G30640","scaffold_5",17475499,17477986,2488,9
"AL5G30660","scaffold_5",17499656,17500913,1258,1
"AL5G30670","scaffold_5",17501128,17502773,1646,7
"AL5G30680","scaffold_5",17506968,17510046,3079,11
"AL5G30690","scaffold_5",17512929,17514443,1515,3
"AL5G30700","scaffold_5",17514886,17517799,2914,5
"AL5G30720","scaffold_5",17521197,17521967,771,1
"AL5G30730","scaffold_5",17523847,17524756,910,1
"AL5G30740","scaffold_5",17525237,17533659,8423,24
"AL5G30750","scaffold_5",17533807,17534720,914,1
"AL5G30760","scaffold_5",17540220,17542402,2183,5
"AL5G30770","scaffold_5",17554805,17555888,1084,4
"AL5G30780","scaffold_5",17558271,17559335,1065,2
"AL5G30790","scaffold_5",17560587,17562592,2006,1
"AL5G30800","scaffold_5",17564870,17565248,379,1
"AL5G30810","scaffold_5",17567555,17570559,3005,8
"AL5G30830","scaffold_5",17591584,17594931,3348,6
"AL3G39500","scaffold_5",17595200,17595863,664,2
"AL5G30840","scaffold_5",17601665,17602254,590,1
"AL5G30850","scaffold_5",17602310,17604895,2586,2
"AL5G30860","scaffold_5",17612547,17615014,2468,4
"AL5G30872","scaffold_5",17615764,17617234,1471,3
"AL5G30874","scaffold_5",17618665,17620591,1927,6
"AL5G30880","scaffold_5",17622608,17624393,1786,6
"AL5G30890","scaffold_5",17632545,17634283,1739,1
"AL5G30900","scaffold_5",17646118,17647348,1231,2
"AL5G30920","scaffold_5",17651310,17652432,1123,3
"AL5G30930","scaffold_5",17654125,17654840,716,2
"AL5G30940","scaffold_5",17656383,17657530,1148,2
"AL5G30970","scaffold_5",17657605,17659508,1904,1
"AL5G30980","scaffold_5",17663243,17664762,1520,1
"AL5G30990","scaffold_5",17669231,17670081,851,1
"AL7G40270","scaffold_5",17672308,17673621,1314,2
"AL5G31000","scaffold_5",17674390,17676058,1669,2
"AL5G31010","scaffold_5",17680551,17682601,2051,8
"AL5G31020","scaffold_5",17683039,17683543,505,1
"AL5G31030","scaffold_5",17686300,17687412,1113,3
"AL5G31040","scaffold_5",17687602,17688913,1312,3
"AL5G31060","scaffold_5",17690948,17692428,1481,3
"AL5G31080","scaffold_5",17693450,17696019,2570,1
"AL5G31100","scaffold_5",17698123,17704257,6135,3
"AL5G31110","scaffold_5",17707469,17709375,1907,4
"AL5G31120","scaffold_5",17709893,17710491,599,1
"AL5G31170","scaffold_5",17710587,17712157,1571,3
"AL5G31180","scaffold_5",17713786,17714889,1104,5
"AL5G31190","scaffold_5",17715104,17715920,817,3
"AL5G31210","scaffold_5",17716052,17717852,1801,7
"AL5G31220","scaffold_5",17726919,17728409,1491,2
"AL5G31230","scaffold_5",17729523,17731142,1620,1
"AL5G31240","scaffold_5",17732227,17733208,982,1
"AL5G31260","scaffold_5",17734642,17735303,662,1
"AL5G31270","scaffold_5",17736294,17739150,2857,3
"AL5G31280","scaffold_5",17739161,17740597,1437,4
"AL5G31290","scaffold_5",17750972,17751854,883,1
"AL5G31310","scaffold_5",17755574,17756191,618,2
"AL1G55960","scaffold_5",17770154,17770288,135,1
"AL113U10030","scaffold_5",17777381,17779683,2303,4
"AL6G38180","scaffold_5",17780385,17781751,1367,4
"AL113U10020","scaffold_5",17791180,17793271,2092,1
"AL5G31340","scaffold_5",17800708,17802588,1881,2
"AL5G31350","scaffold_5",17802837,17805754,2918,1
"AL5G31360","scaffold_5",17805759,17807583,1825,8
"AL5G31390","scaffold_5",17807972,17808852,881,1
"AL5G31400","scaffold_5",17812552,17813475,924,2
"AL5G31410","scaffold_5",17814002,17815564,1563,4
"AL5G31420","scaffold_5",17815948,17817418,1471,4
"AL5G31430","scaffold_5",17817503,17818928,1426,3
"AL5G31440","scaffold_5",17819432,17820350,919,3
"AL5G31450","scaffold_5",17821047,17822041,995,3
"AL5G31460","scaffold_5",17822175,17823647,1473,2
"AL5G31470","scaffold_5",17823832,17827832,4001,13
"AL5G31480","scaffold_5",17837448,17839652,2205,2
"AL5G31490","scaffold_5",17844067,17847665,3599,7
"AL5G31500","scaffold_5",17848259,17850002,1744,2
"AL5G31510","scaffold_5",17854882,17856873,1992,7
"AL5G31520","scaffold_5",17857153,17859271,2119,5
"AL5G31530","scaffold_5",17865072,17867380,2309,3
"AL5G31540","scaffold_5",17867415,17873657,6243,11
"AL5G31550","scaffold_5",17875866,17879338,3473,14
"AL5G31570","scaffold_5",17879536,17881422,1887,4
"AL5G31580","scaffold_5",17882981,17888676,5696,13
"AL5G31590","scaffold_5",17888862,17890307,1446,1
"AL5G31600","scaffold_5",17893081,17895812,2732,4
"AL5G31610","scaffold_5",17896042,17897170,1129,2
"AL5G31620","scaffold_5",17897947,17898805,859,2
"AL5G31630","scaffold_5",17899266,17900518,1253,2
"AL5G31640","scaffold_5",17901199,17902985,1787,3
"AL5G31650","scaffold_5",17907878,17910407,2530,4
"AL5G31660","scaffold_5",17910561,17910786,226,1
"AL5G31670","scaffold_5",17910796,17912650,1855,3
"AL5G31690","scaffold_5",17913073,17916482,3410,13
"AL5G31700","scaffold_5",17916710,17918535,1826,4
"AL5G31710","scaffold_5",17919329,17922235,2907,4
"AL5G31720","scaffold_5",17922625,17924089,1465,6
"AL5G31730","scaffold_5",17924125,17929012,4888,21
"AL5G31740","scaffold_5",17929215,17931146,1932,1
"AL5G31750","scaffold_5",17931823,17932494,672,1
"AL5G31760","scaffold_5",17933034,17936353,3320,10
"AL5G31770","scaffold_5",17938010,17941271,3262,12
"AL5G31780","scaffold_5",17941493,17944560,3068,10
"AL5G31790","scaffold_5",17945404,17948210,2807,10
"AL5G31800","scaffold_5",17949435,17950315,881,3
"AL5G31810","scaffold_5",17953056,17957879,4824,4
"AL5G31820","scaffold_5",17955509,17958749,3241,2
"AL5G31840","scaffold_5",17959652,17962088,2437,11
"AL5G31850","scaffold_5",17962086,17962977,892,1
"AL5G31860","scaffold_5",17965430,17966311,882,1
"AL5G31870","scaffold_5",17971676,17973068,1393,4
"AL5G31880","scaffold_5",17973188,17974796,1609,4
"AL5G31890","scaffold_5",17975084,17976786,1703,5
"AL5G31900","scaffold_5",17978227,17982812,4586,20
"AL5G31910","scaffold_5",17983395,17985466,2072,3
"AL5G31920","scaffold_5",17985572,17989427,3856,6
"AL5G31930","scaffold_5",17989488,17992225,2738,5
"AL5G31940","scaffold_5",17992757,17993501,745,1
"AL5G31950","scaffold_5",17993659,17995114,1456,3
"AL5G31960","scaffold_5",17995309,17997500,2192,9
"AL5G31970","scaffold_5",17997512,17999364,1853,4
"AL5G31980","scaffold_5",18000076,18002134,2059,5
"AL5G31990","scaffold_5",18002433,18005669,3237,1
"AL5G32000","scaffold_5",18010724,18014986,4263,5
"AL5G32010","scaffold_5",18015255,18019788,4534,6
"AL5G32020","scaffold_5",18019858,18022470,2613,4
"AL5G32030","scaffold_5",18024410,18025733,1324,1
"AL5G32040","scaffold_5",18027745,18028577,833,2
"AL5G32050","scaffold_5",18029353,18031680,2328,9
"AL2G10360","scaffold_5",18031992,18032761,770,0
"AL5G32060","scaffold_5",18034030,18038619,4590,10
"AL5G32070","scaffold_5",18039690,18042799,3110,6
"AL5G32080","scaffold_5",18043161,18043579,419,1
"AL5G32090","scaffold_5",18046646,18051075,4430,3
"AL5G32100","scaffold_5",18051779,18053108,1330,2
"AL5G32110","scaffold_5",18058833,18061305,2473,4
"AL5G32120","scaffold_5",18063197,18064440,1244,2
"AL5G32160","scaffold_5",18074470,18076131,1662,2
"AL5G32170","scaffold_5",18077589,18079262,1674,2
"AL5G32190","scaffold_5",18082194,18084112,1919,5
"AL5G32200","scaffold_5",18085825,18088884,3060,2
"AL3G28060","scaffold_5",18089207,18090146,940,4
"AL5G32210","scaffold_5",18096841,18097655,815,2
"AL5G32220","scaffold_5",18098973,18099980,1008,2
"AL5G32230","scaffold_5",18100332,18105001,4670,4
"AL5G32240","scaffold_5",18107659,18109642,1984,4
"AL5G32250","scaffold_5",18110755,18111947,1193,1
"AL5G32260","scaffold_5",18112227,18114835,2609,9
"AL5G32270","scaffold_5",18116433,18117268,836,3
"AL5G32280","scaffold_5",18118349,18121653,3305,15
"AL5G32290","scaffold_5",18121889,18127110,5222,4
"AL5G32300","scaffold_5",18127238,18130889,3652,13
"AL5G32310","scaffold_5",18133910,18137435,3526,7
"AL5G32320","scaffold_5",18141193,18144681,3489,11
"AL5G32350","scaffold_5",18144910,18146412,1503,2
"AL5G32370","scaffold_5",18149703,18151724,2022,7
"AL5G32380","scaffold_5",18152393,18153932,1540,3
"AL5G32390","scaffold_5",18154424,18158911,4488,12
"AL5G32400","scaffold_5",18179753,18181413,1661,2
"AL5G32410","scaffold_5",18183084,18184425,1342,4
"AL5G32430","scaffold_5",18187411,18188829,1419,1
"AL5G32440","scaffold_5",18189349,18191146,1798,2
"AL5G32460","scaffold_5",18194043,18197410,3368,7
"AL5G32470","scaffold_5",18199244,18200583,1340,3
"AL5G32480","scaffold_5",18200718,18201979,1262,1
"AL5G32490","scaffold_5",18201991,18203989,1999,7
"AL5G32500","scaffold_5",18204331,18205646,1316,1
"AL5G32510","scaffold_5",18205704,18206022,319,1
"AL8G25700","scaffold_5",18207049,18207649,601,2
"AL5G32520","scaffold_5",18208354,18210252,1899,3
"AL5G32530","scaffold_5",18210312,18211158,847,1
"AL5G32540","scaffold_5",18211941,18213803,1863,3
"AL5G32550","scaffold_5",18215074,18216747,1674,3
"AL5G32560","scaffold_5",18218110,18219848,1739,3
"AL5G32570","scaffold_5",18220070,18222464,2395,10
"AL5G32580","scaffold_5",18222475,18223141,667,3
"AL5G32590","scaffold_5",18223266,18227913,4648,15
"AL5G32600","scaffold_5",18228278,18228618,341,1
"AL5G32610","scaffold_5",18230375,18232001,1627,1
"AL5G32620","scaffold_5",18233619,18234263,645,1
"AL5G32630","scaffold_5",18236362,18239238,2877,4
"AL5G32640","scaffold_5",18239247,18240397,1151,5
"AL5G32650","scaffold_5",18240533,18244435,3903,12
"AL5G32660","scaffold_5",18244923,18245322,400,1
"AL5G32670","scaffold_5",18245340,18247355,2016,7
"AL5G32680","scaffold_5",18248017,18250335,2319,2
"AL5G32690","scaffold_5",18250854,18254091,3238,8
"AL5G32700","scaffold_5",18254109,18254630,522,1
"AL5G32710","scaffold_5",18255755,18264761,9007,27
"AL5G32720","scaffold_5",18264877,18266184,1308,4
"AL5G32730","scaffold_5",18266237,18267785,1549,5
"AL5G32740","scaffold_5",18267801,18269664,1864,3
"AL5G32750","scaffold_5",18269714,18272325,2612,4
"AL5G32760","scaffold_5",18272632,18276290,3659,13
"AL5G32770","scaffold_5",18276786,18279830,3045,10
"AL5G32790","scaffold_5",18281913,18288151,6239,19
"AL5G32800","scaffold_5",18288456,18291230,2775,11
"AL5G32810","scaffold_5",18291237,18292842,1606,4
"AL5G32820","scaffold_5",18292991,18294432,1442,2
"AL5G32830","scaffold_5",18294445,18297955,3511,6
"AL5G32840","scaffold_5",18298237,18305318,7082,4
"AL5G32850","scaffold_5",18305327,18308684,3358,14
"AL5G32860","scaffold_5",18309453,18311361,1909,6
"AL5G32870","scaffold_5",18311427,18313897,2471,8
"AL6G28130","scaffold_5",18314364,18314888,525,1
"AL5G32890","scaffold_5",18324154,18325893,1740,3
"AL5G32920","scaffold_5",18327821,18330435,2615,5
"AL5G32930","scaffold_5",18330603,18332318,1716,5
"AL5G32940","scaffold_5",18332605,18337469,4865,12
"AL5G32950","scaffold_5",18337532,18338882,1351,1
"AL5G32960","scaffold_5",18341344,18341676,333,2
"AL5G32970","scaffold_5",18341820,18342790,971,1
"AL7G50060","scaffold_5",18343831,18344062,232,0
"AL5G32980","scaffold_5",18345782,18348126,2345,7
"AL5G33000","scaffold_5",18349337,18350120,784,1
"AL5G33010","scaffold_5",18351463,18352300,838,2
"AL5G33020","scaffold_5",18363610,18365843,2234,2
"AL5G33030","scaffold_5",18366233,18368696,2464,1
"AL5G33040","scaffold_5",18368789,18370276,1488,4
"AL5G33050","scaffold_5",18370280,18372440,2161,12
"AL5G33060","scaffold_5",18372583,18374036,1454,2
"AL5G33070","scaffold_5",18375674,18376153,480,1
